index,artist,artist_id,name,id,url,album_name,album_id,release_date,duration_ms,explicit,popularity,added_at
45,Sean Paul,3Isy6kedDrgPYoTS1dazA9,No Lie,48QmG1dfvMuYLxMPt7KSRA,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA,Mad Love The Prequel,5xrOcCoO3jkXRjHQjfESM6,2018-06-29,221176,False,83,2025-09-20T12:04:10Z
46,Leyla Blue,6HpIVA13SPof8sYuXRUfxj,What A Shame,7FGIEAVXfegxngH9Jg6VwA,https://open.spotify.com/track/7FGIEAVXfegxngH9Jg6VwA,What A Shame,6CDPh3OAeHXOtZlyuaxELX,2020-12-09,177200,True,58,2025-09-20T12:04:06Z
47,The Vamps,7gAppWoH7pcYmphCVTXkzs,Somebody To You,6VrLYoQKdhu1Jruei06t65,https://open.spotify.com/track/6VrLYoQKdhu1Jruei06t65,Meet The Vamps,12gXA8pXYzj9bycyyKSGAa,2014-01-01,185097,False,70,2025-09-20T12:04:05Z
48,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,good 4 u,4ZtFanR9U6ndgddUvNcjcG,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,178146,True,81,2025-09-20T12:03:52Z
49,Madilyn Bailey,0NxhAEPOSeCg6vypFr7yjU,I Need Your Love,62usIcDxqFIQ7x5qN91hrN,https://open.spotify.com/track/62usIcDxqFIQ7x5qN91hrN,"The Covers, Vol. 6",3UeQky60klTQg4svlsc0yT,2013-09-13,199797,False,0,2025-09-20T12:03:51Z
50,Johnny Orlando,6aX6KqXgEcARRHwvWxHcFW,What If (I Told You I Like You),4v7DgEMw6EvYyuQ4eWFD9l,https://open.spotify.com/track/4v7DgEMw6EvYyuQ4eWFD9l,What If (I Told You I Like You),2zXKlf81VmDHIMtQe3oD0r,2018-05-18,219186,False,62,2025-09-20T12:03:50Z
51,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,Romance,3Vsbl0diFGw8HNSjG8ue9m,2019-12-06,170746,False,73,2025-09-20T12:03:48Z
52,Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,Play Date,4DpNNXFMMxQEKl7r0ykkWA,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,Cry Baby (Deluxe Edition),5JpH5T1sCYnUyZD6TM0QaY,2015-08-14,179867,True,73,2025-09-20T12:03:46Z
53,Witt Lowry,5ghnxpW47ojtLHHyTLdxdY,Into Your Arms (feat. Ava Max),0b11D9D0hMOYCIMN3OKreM,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),0boA7GUGSxOMWwdnnTR0yI,2018-06-08,186022,True,71,2025-09-20T12:03:44Z
54,Post Malone,246dkjvS1zLTtiykXe5h60,Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,2019-09-06,174853,True,76,2025-09-20T12:03:43Z
55,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst,2020-11-06,161384,True,4,2025-09-20T12:03:41Z
56,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",285HeuLxsngjFn4GGegGNm,https://open.spotify.com/track/285HeuLxsngjFn4GGegGNm,Listen,77UW17CZFyCaRLHdHeofZu,2014-11-10,192560,False,74,2025-09-20T12:03:39Z
57,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,It's You,5DqdesEfbRyOlSS3Tf6c29,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,YOU,63Kr9mdWxT7mB2AKgf4rCa,2019-11-08,212606,False,74,2025-09-20T12:03:38Z
58,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,Hate Me (with Juice WRLD),6kls8cSlUyHW2BUOkDJIZE,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,Hate Me (with Juice WRLD),29FoTD5vBY3Fq1QWhbl3FM,2019-06-26,186223,False,68,2025-09-20T12:03:36Z
59,Marshmello,64KEffDW9EtZ1y2vBYgq8T,Happier,2dpaYNEQHiRxtZbfNsse99,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,Happier,78EicdHZr5XBWD7llEZ1Jh,2018-08-17,214289,False,10,2025-09-20T12:03:35Z
60,Cardi B,4kYSro6naA4h99UJvo89HB,I Like It,58q2HKrzhC3ozto2nDdN4z,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,Invasion of Privacy,4KdtEKjY3Gi0mKiSdy96ML,2018-04-06,253390,True,77,2025-09-20T12:03:27Z
61,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Say My Name,0YammaEkYSeo9vQYZ1OwS6,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,7,5rbJtzuXtpIP0Ykk7ewIit,2018-09-14,198946,False,66,2025-09-20T12:03:23Z
62,Adele,4dpARuHxo51G3z768sgnrY,Send My Love (To Your New Lover),563SfWAHJs4FBZMkRN0IFN,https://open.spotify.com/track/563SfWAHJs4FBZMkRN0IFN,25,6TVfiWmo8KtflUAmkK9gGF,2015-11-20,223078,False,71,2025-09-20T12:03:22Z
63,GIVĒON,4fxd5Ee7UefO4CUXgwJ7IP,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,TAKE TIME,1zHR48K6XtWYm6bhrw4J6C,2020-03-27,198370,False,76,2025-09-20T12:03:20Z
64,347aidan,0bBz5bRBkExaej2HxtVfCw,Dancing in My Room,6Pgmqg15yVexuOgtzuxwoX,https://open.spotify.com/track/6Pgmqg15yVexuOgtzuxwoX,Dancing in My Room,3t1MvGhT6LU3fOIp3KMrta,2020-10-26,180138,True,64,2025-09-20T12:03:19Z
65,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,What If I Told You That I Love You,6USdi8uX5GNAPYziFhisHb,https://open.spotify.com/track/6USdi8uX5GNAPYziFhisHb,The Idea Of Her,5SBdHir3OHo2WZN0F3Pnbr,2021-03-26,193667,False,63,2025-09-20T12:03:18Z
66,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,bad guy,2Fxmhks0bxGSBdJ92vM42m,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,2019-03-29,194087,False,81,2025-09-20T12:03:15Z
67,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Sucker,22vgEDb5hykfaTwLuskFGD,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2,2019-06-07,181026,False,79,2025-09-20T12:03:13Z
68,Marshmello,64KEffDW9EtZ1y2vBYgq8T,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),1eleCBhP2R8TXEDquvybwC,2020-05-01,172761,False,71,2025-09-20T12:03:12Z
69,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,Meant to Be (feat. Florida Georgia Line),4e4fqjx0Izh4svvTef1z7e,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,Expectations,4TOkZvtqNpg5UHyGxCn0mS,2018-06-22,164205,False,71,2025-09-20T12:03:10Z
70,Zedd,2qxJFvFYMEDqd7ui6kSAcq,The Middle,09IStsImFySgyp0pIQdqAc,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,The Middle,7nEiwcUSwycvC77kZ9ub7c,2018-01-23,184732,False,78,2025-09-20T12:03:07Z
71,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI,Heaven & Hell,26c7MmQ4w8EAvVLb4jilaM,2020-09-18,162398,False,81,2025-09-20T12:03:06Z
72,Kina,4qIVPF0s71ZYW3qzhu5GkF,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,0MGcjBIFcL2qaCrgGjIGFb,2018-08-31,187931,False,71,2025-09-20T12:03:04Z
73,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,New Rules,2xJCMIJfcNYDc5iR0sAm2O,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,Dua Lipa (Complete Edition),2wKlXxlwYDByrGY1aAUh6o,2015,209320,False,62,2025-09-20T12:03:03Z
74,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Liar,073ILU1C3APNRGF66VhtyA,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,Romance,3Vsbl0diFGw8HNSjG8ue9m,2019-12-06,207038,False,63,2025-09-20T12:03:01Z
75,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),1OnzqJTL9bwe4kvaLxRYxt,2021-04-09,208866,True,9,2025-09-20T12:03:00Z
76,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),2Hjcfw8zHN4dJDZJGOzLd6,2021-03-31,137875,True,69,2025-09-20T12:02:59Z
77,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,2020-03-27,203064,False,81,2025-09-20T12:02:58Z
78,Princess Nokia,6lay1nwbE6hTx1jivysUAL,I Like Him,68UU9oaQtMDnh6PRlW842H,https://open.spotify.com/track/68UU9oaQtMDnh6PRlW842H,Everything Sucks,6JP1xbkFnacGAvrIWW5pzF,2020-02-26,132453,True,56,2025-09-20T12:02:57Z
79,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,221820,False,76,2025-09-20T12:02:30Z
80,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,Future Nostalgia,7fJJK56U9fHixgO0HQkhtI,2020-03-27,183290,False,82,2025-09-20T12:02:28Z
81,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,After Hours,4yP0hdKOZPNshxUOjY0cZj,2020-03-20,200040,False,89,2025-09-20T12:02:27Z
82,Cher Lloyd,4m4SfDVbF5wxrwEjDKgi4k,None Of My Business,2SPEg45ZaUFJCg9GwNmRvw,https://open.spotify.com/track/2SPEg45ZaUFJCg9GwNmRvw,None Of My Business,6Np7PYk4uftUoNc4hOKu8v,2018-10-19,184004,False,57,2025-09-20T12:02:26Z
83,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,Expectations,4TOkZvtqNpg5UHyGxCn0mS,2018-06-22,195519,False,70,2025-09-20T12:02:25Z
84,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),6hCR3zQtRH0IgookOYt771,2018-08-02,180000,False,72,2025-09-20T12:02:22Z
85,Sia,5WUlDfRSoLAfcVSX1WnrxN,Cheap Thrills (feat. Sean Paul),378iszndTZAR4dH8kwsLC6,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,This Is Acting,3Xz1Bcn4YP9bdqlsstMfuJ,2016-02-18,224813,False,75,2025-09-20T12:02:20Z
86,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,2017-04-20,199440,False,86,2025-09-20T12:02:19Z
87,Maroon 5,04gDigrS5kc9YWfZHwBETP,Memories,2b8fOow8UzyDFAE27YhOZM,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Memories,3nR9B40hYLKLcR0Eph3Goc,2019-09-20,189486,False,32,2025-09-20T12:02:17Z
88,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),2sBB17RXTamvj7Ncps15AK,2018-04-19,200185,False,86,2025-09-20T12:02:16Z
89,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,El Dorado,270o30h7cAlEhBnbuSpFZq,2021-03-26,140533,True,77,2025-09-20T12:02:13Z
90,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,Faded,698ItKASDavgwZ3WjaWjtz,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz,Different World,3nzuGtN3nXARvvecier4K0,2018-12-14,212106,False,80,2025-09-20T12:02:12Z
91,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,Believer,0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,Evolve,33pt9HBdGlAbRGBHQgsZsU,2017-06-23,204346,False,86,2025-09-20T12:02:11Z
92,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,Despacito - Remix,1vnnXMrBeEWiRg3YCMCjQq,https://open.spotify.com/track/1vnnXMrBeEWiRg3YCMCjQq,VIDA,5C0YLr4OoRGFDaqdMQmkeH,2019-02-01,230413,False,71,2025-09-20T12:02:09Z
93,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Shape of You,7qiZfU4dY1lWllzX7mPBI3,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,2017-03-03,233712,False,88,2025-09-20T12:02:07Z
94,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,2002,2BgEsaKNfHUdlh97KmvFyo,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,Speak Your Mind (Deluxe),7lPoGKpCGgdKFAxpudhAH5,2018-04-27,186986,False,79,2025-09-20T12:02:06Z
95,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,Narrated For You,6jKZplJpy21R5lHaYHHjmZ,2018-11-16,169353,False,80,2025-09-20T12:02:04Z
96,Masked Wolf,1uU7g3DNSbsu0QjSEqZtEd,Astronaut In The Ocean,0BGwAKW4u8kWOhWFflZxfl,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl,Astronaut In The Ocean (International Remixes),4YtSVQwETLHiKNZXySp7Mw,2019-01-01,132780,True,54,2025-09-20T12:02:03Z
97,Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,Falling,2rRJrJEo19S2J82BDsQ3F7,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,Nicotine,1Hy76RlNvOHe6cpih1RxXq,2020-03-26,159381,False,4,2025-09-20T12:02:02Z
98,Rajesh,6aQ5LDX0WlnyDLI8TGU0wK,Buggey Bangarama,18RUE4llLj46NIQKojerlw,https://open.spotify.com/track/18RUE4llLj46NIQKojerlw,Chandamama,2eASY2UZa4O8pdXvK9SNgC,2007-09-06,272759,False,55,2025-09-20T12:01:48Z
99,M. M. Keeravaani,12l1SqSNsg2mI2IcXpPWjR,Gundu Sudhi,5kmh1Zf0hYESmxwDI1IosB,https://open.spotify.com/track/5kmh1Zf0hYESmxwDI1IosB,Chatrapathi,5xvwlDPbWYpTSeWdBJf2oX,2005-09-25,256217,False,59,2025-09-20T12:01:47Z
100,Harini,41BeeC5hYqvtGkM79RYvN4,Andagaada,35EifGHoMZxyYVGkNRmyjJ,https://open.spotify.com/track/35EifGHoMZxyYVGkNRmyjJ,Gharshanaa,1UjRLzKzCJqmrZK9Drt6Zx,2004-06-19,320991,False,50,2025-09-20T12:01:46Z
101,Srinivas,3K9qRRRqtuxgBRLxRCxpDl,Ye Chilipi,3LYt0b1ljHUYoG5YL2WwWP,https://open.spotify.com/track/3LYt0b1ljHUYoG5YL2WwWP,Gharshanaa,1UjRLzKzCJqmrZK9Drt6Zx,2004-06-19,315001,False,61,2025-09-20T12:01:45Z
102,K. S. Chithra,2IUtwMti1OiT3lkW6RubgH,Telusuna,6yj4cTnIIBcExguYAolnEU,https://open.spotify.com/track/6yj4cTnIIBcExguYAolnEU,Sontham,1S44gpVuWkDtGBtiwEBzTO,2002-07-23,276270,False,56,2025-09-20T12:01:44Z
103,Udit Narayan,70B80Lwx2sxti0M1Ng9e8K,Bangaru Kalla,2YUKv8mlj6iLWJPluKnazS,https://open.spotify.com/track/2YUKv8mlj6iLWJPluKnazS,Murari,6kl5gAF0jqGb9iKdLVGBHr,2001-02-01,300683,False,56,2025-09-20T12:01:41Z
104,K. S. Chithra,1VF37SSW3iRYR0u2v9ItdL,Manasuna Unnadi-Female,1QYu4f0FzCxD5QEfwhlg0u,https://open.spotify.com/track/1QYu4f0FzCxD5QEfwhlg0u,Priyamainaneeku,4UMUbzXvAkLF7EVc0iGLdR,2003-09-15,305133,False,50,2025-09-20T12:01:40Z
105,Srinivas,3K9qRRRqtuxgBRLxRCxpDl,Priya,6VsVTDnlL34IG8iaXVlBWC,https://open.spotify.com/track/6VsVTDnlL34IG8iaXVlBWC,Jeans,0RBpuFPULFMbkTKhZ2M1eH,1999-10-30,332068,False,52,2025-09-20T12:01:39Z
106,K. J. Yesudas,2wPsNCwhEGb0KvChZ5DD52,Pachani Chilukalu,3YFsWxInJgwOgZ5WvfJqjL,https://open.spotify.com/track/3YFsWxInJgwOgZ5WvfJqjL,Bharateeyudu,5wbNqlJ4LukhEsQcqty9Po,1996-12-31,351600,False,44,2025-09-20T12:01:37Z
107,Shankar Mahadevan,1SJOL9HJ08YOn92lFcYf8a,Niddura Potunna,3sLkhSV9LfW8qjGK0c7WnT,https://open.spotify.com/track/3sLkhSV9LfW8qjGK0c7WnT,Nuvve Nuvve,6cYYhBXFQlwaD1mqQv9x0W,2002-09-10,272091,False,47,2025-09-20T12:01:36Z
108,Hariharan,2NoJ7NuNs9nyj8Thoh1kbu,Kannullo Nee Roopame,7jbNMW04ju92tfMsSwIJyi,https://open.spotify.com/track/7jbNMW04ju92tfMsSwIJyi,Ninne Pelladatha,541GRaOEn6UBptC1WlX8E1,1996-12-31,321000,False,56,2025-09-20T12:01:29Z
109,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,Jaamurathiri,3dgyYMieHT1BDCnEwzQPp1,https://open.spotify.com/track/3dgyYMieHT1BDCnEwzQPp1,Kshana Kshanam,1mC7SNC820vHVt6qUCIqXi,2014-08-01,301557,False,0,2025-09-20T12:01:24Z
110,Ramana Gogula,4TkLTkst9LQlJ0zAmXtXmv,Pedhavi Daatani,6OlRtuNOOPFcXdBww7A3Sq,https://open.spotify.com/track/6OlRtuNOOPFcXdBww7A3Sq,Thammudu,0BoUUhoyOBz3lNJH1wl5Dh,1999-07-15,276767,False,59,2025-09-20T12:01:23Z
111,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,Kannepettaro Kannu Kottaro,13bbD0XFPAvL2GDF1j9VjK,https://open.spotify.com/track/13bbD0XFPAvL2GDF1j9VjK,Hello Brother,6Qyyw58B7iKuVGPY0IRtsp,1994-04-20,281039,False,51,2025-09-20T12:01:22Z
112,"Kousalya, Lalitha, Subhasri, R Prasanna, Sharmila, Jama, R Sulochana, B Padma, R Suchitra, R Mahalakshmi, S N Hemamalini, R Kalpana",4FSlcIzKGG4CHlR9LPNqHx,Anjali Anjali,4VbRCU7Hc0PrRZ2Wj1rr9O,https://open.spotify.com/track/4VbRCU7Hc0PrRZ2Wj1rr9O,Anjali,1l3eTs46ywaeSfTjIlPSUv,1990-07-27,378300,False,42,2025-09-20T12:01:20Z
113,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,Priyathama,6yT2Z5MMUYK7XevyBWo84O,https://open.spotify.com/track/6yT2Z5MMUYK7XevyBWo84O,Jagadekaveerudu Athiloka Sundari,2boQlWu4auADXaoNiuS34E,1990-05-09,358028,False,55,2025-09-20T12:01:11Z
114,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,O Prema Na Prema(Male),3VxHdPL8DFhCboxegX2WKa,https://open.spotify.com/track/3VxHdPL8DFhCboxegX2WKa,Chanti-Old,1Q3Y2VLZjPimFwf6LLZM4k,1992-08-10,180558,False,0,2025-09-20T12:01:10Z
115,Hariharan,2NoJ7NuNs9nyj8Thoh1kbu,Nelluri Nerajana,7yPeu0DTn2eWgO2FmHCks0,https://open.spotify.com/track/7yPeu0DTn2eWgO2FmHCks0,Oke Okkadu,1WCAy8NWpdJ0NtzBTtxXvu,1999-11-09,404106,False,54,2025-09-20T12:01:09Z
116,Remo Fernandes,6Bthsls57GgYPQFdrY3eyw,Adi Arabi Kadalandam - Bombay / Soundtrack Version,6BDtczWG8QhZz5RPLpNcgB,https://open.spotify.com/track/6BDtczWG8QhZz5RPLpNcgB,Bombay,50iJYe6QgTwfB7VRzs1yRZ,1994-01-01,316533,False,49,2025-09-20T12:01:07Z
117,Hariharan,2NoJ7NuNs9nyj8Thoh1kbu,Vennelave Vennelave,08Zh9GFP2TKItpgcfRSHUV,https://open.spotify.com/track/08Zh9GFP2TKItpgcfRSHUV,Merupu Kalalu,3DyGSfAWdkNgUA5CbSWPel,1997-12-31,359773,False,55,2025-09-20T12:01:05Z
118,K. S. Chithra,2IUtwMti1OiT3lkW6RubgH,Kannanule - Bombay / Soundtrack Version,5jyHsyGvIxawivb6enu5H3,https://open.spotify.com/track/5jyHsyGvIxawivb6enu5H3,Bombay,50iJYe6QgTwfB7VRzs1yRZ,1994-01-01,355586,False,54,2025-09-20T12:01:03Z
119,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,Na Cheli Rojave,39RE07kcHln5DjnerRCaKy,https://open.spotify.com/track/39RE07kcHln5DjnerRCaKy,Roja,7AI6F6RpmTlmJ09EOhOUw4,2014-08-01,296472,False,0,2025-09-20T12:01:02Z
120,Unnikrishnan,0mV4UQ0gHg59AAUtg968pX,Poovullo Daagunna,4M8dRVFWKMfh7hPzGCYxra,https://open.spotify.com/track/4M8dRVFWKMfh7hPzGCYxra,Jeans,5CcuoUl0yhFPRLMohxwvIt,1999-10-30,415503,False,53,2025-09-20T12:00:59Z
121,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,Singarala,6D7qZFYHS3L81jcAfEz0ob,https://open.spotify.com/track/6D7qZFYHS3L81jcAfEz0ob,Dalapathi,53g6M7ke2tnSuVNy1OwgwJ,1991,328438,False,55,2025-09-20T12:00:58Z
122,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,Abbanee,1fJDaMZnbiXG4e8MsFhSDp,https://open.spotify.com/track/1fJDaMZnbiXG4e8MsFhSDp,Jagadekaveerudu Athiloka Sundari,2boQlWu4auADXaoNiuS34E,1990-05-09,293942,False,55,2025-09-20T12:00:56Z
123,S.V.Krishna Reddy,6lbIfNTi7YjJwrlu2R9j6m,"Chinuku Chinuku Andelatho - From ""Subhalagnam""",5NSXAVJqe7Zh66PlRhgRvw,https://open.spotify.com/track/5NSXAVJqe7Zh66PlRhgRvw,"Chinuku Chinuku Andelatho (From ""Subhalagnam"")",2ACsn6oxKAx8E3SDZOfjE3,1994,229000,False,54,2025-09-20T12:00:55Z
124,Thaman S,2FgHPfRprDaylrSRVf1UlN,"Oh My Baby (From ""Guntur Kaaram"")(Telugu)",0yR49HoYJsJ27ey9rrtKql,https://open.spotify.com/track/0yR49HoYJsJ27ey9rrtKql,"Oh My Baby (From ""Guntur Kaaram"")(Telugu)",3dzlHbXUELpZY6I6pCYnar,2023-12-11,156497,False,61,2025-09-20T12:00:32Z
125,GowraHari,1GEwRtJ6snJ0z2hzmXAG80,"Poolamme Pilla (From ""HanuMan"") [Telugu]",4ooaLueG56Bsq44TUNRgAn,https://open.spotify.com/track/4ooaLueG56Bsq44TUNRgAn,"Poolamme Pilla (From ""HanuMan"") [Telugu]",0BV1m2cWIBUmFpO3DhkvJN,2024-01-29,267682,False,64,2025-09-20T12:00:31Z
126,Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,"Devara Thandavam (From ""Devara Part 1"")",6oNYUEGuQdpwwj0xWnzSP5,https://open.spotify.com/track/6oNYUEGuQdpwwj0xWnzSP5,"Devara Thandavam (From ""Devara Part 1"")",2YYDheNxSwR6Zgtnj7YhB4,2024-11-07,138190,False,60,2025-09-20T12:00:28Z
127,Haricharan,1QvyquqkuuwUzdszyoKIy4,Manasa,3YB09zhSWO8mmESr8NUV0n,https://open.spotify.com/track/3YB09zhSWO8mmESr8NUV0n,Munna,27BTxRdW8WZ9Hv1yFRHTED,2007-05-07,349653,False,64,2025-09-20T12:00:26Z
128,Sunny M.R.,4bOqW6xGi7n9315ErmJ2Um,Anuvanuvuu,0kNe3kmRFq7eKVlL15h7nb,https://open.spotify.com/track/0kNe3kmRFq7eKVlL15h7nb,Om Bheem Bush,5Bf9d0EGx9J7m0xHA9Q3Tr,2024-03-26,211670,False,65,2025-09-20T12:00:22Z
129,Bheems Ceciroleo,0L5f9aJIaxQXTipZ7uQYiC,"Swathi Reddy (From ""Mad Square"")",4LitAOz0wo4rmVI6sstajG,https://open.spotify.com/track/4LitAOz0wo4rmVI6sstajG,"Swathi Reddy (From ""Mad Square"")",6Nc85QdkWlxzfEMNL1R15A,2024-12-28,209369,False,65,2025-09-20T12:00:21Z
130,G. V. Prakash,5VVN3xZw1i2qihfITZlvCZ,"Adhi Dha Surprisu (From ""Robinhood"")",1g8IC4Ks0OldTvWw5NpFHG,https://open.spotify.com/track/1g8IC4Ks0OldTvWw5NpFHG,"Adhi Dha Surprisu (From ""Robinhood"")",0xuRXbsij9sk8c3IQEtZA7,2025-03-10,229458,False,66,2025-09-20T12:00:19Z
